,Win,transaction_fee
20200211,True,0.46766486129999996
20200212,True,0.4778167757999999
20200213,False,0.4876464073
20200214,False,0.5040344978499999
20200217,True,0.5062421363999998
20200218,True,0.5249667786999999
20200219,True,0.5425183108799998
20200220,True,0.5570017088999999
20200221,True,0.5685974512399999
20200224,True,0.5944509935
20200225,False,0.61609229695
20200302,False,0.5227107976999998
20200303,True,0.53935993748
20200305,False,0.5064677344999999
20200310,True,0.4909014655999999
20200313,False,0.48751749409999995
20200317,False,0.4651832821999999
20200318,True,0.47538031632
20200319,True,0.4735304118999999
20200325,False,0.44328415234999996
20200330,False,0.41103973819999995
20200401,False,0.4207404564999999
20200402,True,0.4322459596
20200414,True,0.4211916526999999
20200415,True,0.43098261023999995
20200416,True,0.43811151019999994
20200417,True,0.4522790708799999
20200420,True,0.4500682094999999
20200422,True,0.4405930892999999
20200428,True,0.4354043329999999
20200430,True,0.4602201239999999
20200506,True,0.4886454845999999
20200507,False,0.4967670161999999
20200515,True,0.5162586920399999
20200519,False,0.5091104550999999
20200529,False,0.46653687079999995
20200601,True,0.4866151016999999
20200602,False,0.4947366332999999
20200603,True,0.5010984997199999
20200605,False,0.50042492825
20200618,True,0.4868406997999999
20200619,True,0.49428543709999995
20200622,True,0.5161684527999999
20200623,False,0.51876283095
20200624,False,0.5231458797499999
20200630,True,0.5274483578
20200701,False,0.5373263317499999
20200702,True,0.5437816602399999
20200706,True,0.5921950125
20200707,False,0.6337856336499998
20200708,True,0.6267115218
20200709,False,0.6483367110999999
20200713,True,0.6783734866999999
20200715,False,0.6576829180999999
20200720,True,0.5949021897
20200721,False,0.5996397497999999
20200722,False,0.6070844871
20200723,True,0.5982861611999999
20200729,True,0.5888110409999999
20200803,True,0.6262603255999999
20200807,False,0.6061820947
20200810,False,0.6041517117999999
